Country,Continent,Rank,Title,Artists,Album,Explicit,Duration,Democracy_Index,Lyrics
Taiwan,Asia,22,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53,0.726,
Taiwan,Asia,23,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),0,3:10,0.726,
Taiwan,Asia,24,绿色,Shirley Chen,绿色,0,4:29,0.726,"若不是你突然闯进我生活
我怎会把死守的寂寞放任了

说不痛苦那是假的
毕竟我的心也是肉做的
你离开时我心里的彩虹
就变成灰色
说不心酸那是假的
如果我真的没那么爱过
爱着一个没有灵魂的人
世界都是黑色

若不是你突然闯进我生活
我怎会把死守的寂寞放任了
爱我的话你都说 爱我的事你不做
我却把甜言蜜语当做你爱我的躯壳
你的悲伤难过我不参破
我也会把曾经的且过当施舍
不去计较你太多 从此你在我心里只剩绿色

说很快活那是假的
你的名字依然那么深刻
每个字都刺穿我的心脏
那鲜明的痛是红色

若不是你突然闯进我生活 (Ooh)
我怎会把死守的寂寞放任了 (Ooh)
爱我的话你都说 爱我的事你不做
我却把甜言蜜语当做你爱我的躯壳
你的悲伤难过我不参破 (Ooh)
我也会把曾经的且过当施舍 (Ooh)
不去计较你太多 从此你在我心里只剩绿色 呼

Hoo-hoo-ooh, hoo
Hoo-hoo, hoo-ooh
Hoo-hoo-ooh, hoo
Hoo-hoo, hoo-ooh

若不是你突然闯进我生活
我怎会把死守的寂寞放任了
爱我的话你都说 爱我的事你不做
我却把甜言蜜语当做你爱我的躯壳
若不是你突然闯进我生活
我怎会把死守的寂寞放任了
爱我的话你都说 爱我的事你不做
我却把甜言蜜语当做你爱我的躯壳
你的悲伤难过我不参破
我也会把曾经的且过当施舍
若不是你突然闯进我生活
我怎会把死守的寂寞放任了
爱我的话你都说 爱我的事你不做
我却把甜言蜜语当做你爱我的躯壳"
Taiwan,Asia,25,Why You Gonna Lie,高爾宣 OSN,#osnrap,0,2:54,0.726,"爱情是那种很经典的故事
能说很多遍
也随著时间慢慢老去你会懂很多遍
有时候想成为妳
用妳双眼来这个世界
就能把妳锁在视线
因为妳是我的世界
有时
我想用妳的口
来喃喃自语
聆听妳的温柔来整理我的思绪
我以为我们不会变调
年轻的约定
怎么妳先变老
我怎么瞬间离开paradise
除了雨没别的会从天上掉下来
空虚占了妳的位她跟我聊得来
She wanna be my Caroline
But I just tell her wait in line
是我的毛病 是我放不下你
太害怕失去才把错误握得更紧
下一个无能为力
会更无能为力
像个恶性循环
我们终究无能回应
So if you gonna leave me like that then
Why you gonna say that and
Here we go again I know
但我都没说
因为我相信
But why you gonna lie like that
Why you gonna break my heart
Coz I believed it
妳说的我全都信
OK 我懂了
先不论我的痛苦
也撇开那些付出
这你我有目共睹
Been going through the same situation but you gonna make it different huh?
用不同的方式讲同件事情 huh?
Don't talk about love, when you know it aint real
别说妳懂我
Coz you don't know how I feel
但放心 我这辈子不会怪妳
在我心里的妳
还是这星球球上的唯一
总是跟自己形成对立
搞不清楚爱你还是恨你
可能这是双子座的毛病
总是抉择不定
但我绝口不提
But you know me
I'm just doing me
或许到了明天应该放了妳
我闭上眼睛无法停止wondering
给我什么方法好让我去忘了你
So if you gonna leave me like that then
Why you gonna say that and
Here we go again I know
但我都没说
因为我相信
But why you gonna lie likе that
Why you gonna break my heart
Coz I beliеved it
妳说的我全都信
So if you gonna leave me like that then
Why you gonna say that and
Here we go again I know
但我都没说
因为我相信
But why you gonna lie like that
Why you gonna break my heart
Coz I believed it
我爱得像神经病"
Taiwan,Asia,26,浪流連,EggPlantEgg,我們以後要結婚,0,4:13,0.726,"這個風風雨雨的社會
欲怎樣開花
少年家怎樣落地
咱攏是為著愛情來浪流連
( 敢有人愛我 )
我已經決定欲做一个善良的歹囝
薰莫閣食酒袂閣焦
想妳的彼暗 佇恁兜的亭仔跤
想妳的彼暗 佇恁兜的窗仔外
其實我生活甲無好我家己攏知影
恁攏了解我會掩崁我的軟汫
平凡的 歹命的 咱拼死做
哦 當做講笑詼
哦 攏是白賊話
猶原會記得我少年時所偷偷烏白寫的願望
彼當陣我已經當做這世界我早著已經看破
後世人 袂閣為著你來 浪流連"
Taiwan,Asia,27,Blinding Lights,The Weeknd,After Hours,0,3:20,0.726,
Taiwan,Asia,28,Memories,Maroon 5,Memories,0,3:09,0.726,
Taiwan,Asia,29,句號,G.E.M.,摩天動物園,0,3:55,0.726,"Kěxí wǒmen zhōngyú lái dào
Yīgè jùhào
Chuāngwài bù yuàn fēi de fēngniǎo
Yě zài āidào
Chéngshì zài yě bù huì tīngdào
Wǒmen zhēngchǎo
Nǐ huì bù huì shǎole yīdiǎn fánnǎo

Huí dào shí'èr nián qián huíyì jiù zài yǎnqián
Nǐ dàizhe màozi ér wǒ yàngzi dàizhe miǎn tiǎn
Bùguò dì yī cì de jiànmiàn nǐ shuō
Nǐ yǒu xiānjiàn wǒ de xiāntiān
Bèi xùnliànguò wǒ néng yǒu piàn tiān
Wǒ dāngshí tiānzhēn guǎ jiàn xiān wén
Bù xiàng chéngnián rén yǒu nénglì biànrèn
Bùshì wèile zhuànle yǒu qián fēn
Wǒ wèi wǒ de qiánchéng
Xīwàng wǒ xiě de gē lǐmiàn yǒu gèng hǎo de héxián shēng
Shízhēn dī dīdā
Nǐ hái jìdé ma?
Shuō jù xīnlǐ huà
Nǐ hái huáiniàn ma?

Dì yī cì fā chàngpiàn jiù yīmǎdāngxiān
Cóngcǐ zài dà chǎngmiàn wǒ bù zài zhàn pángbiān
Wǒ shì zhēn de gǎnxiè pèifú nǐ de yǎnjiè
Zěnme xiǎngdào hé nǐ shì dàizhe cì tòng de wánjié
Nǐ kànzhe yī duǒ huā màn man méngyá
Wǒ què kànzhe nǐ yìqì màn man fēngfā
Yùwàng jùshāchéngtǎ jiàzhí màn man fēn chà
Tài duō shīwàng ràng wǒ duì nǐ de xìnrèn màn man bēngtā

Kěxí wǒmen zhōngyú lái dào
Yīgè jùhào
Chuāngwài bù yuàn fēi de fēngniǎo
Yě zài āidào
Chéngshì zài yě bù huì tīngdào
Wǒmen zhēngchǎo
Nǐ huì bù huì shǎole yīdiǎn fánnǎo?
Shízhēn dī dīdā
Nǐ hái jìdé ma?
Shuō jù xīnlǐ huà
Nǐ hái huáiniàn ma?

Nǐ shuō wǒ shìgè shāngpǐn méiyǒu nǐ wǒ jiù bù kěyǐ
Zhèxiē niǔqū de zhēnlǐ chàdiǎn huǐ diào wǒ de zìxìn
Rújīn de wǒ yǐ juéxǐng rújīn wǒ bù zài kūqì
Zài bu pà jiānchí zìjǐ zuò nǐ méi zuò duì de juédìng
Nǐ zhīdào ma?
Zhè yībèizi chúle wǒ de bàba
Nǐ céng shì wǒ zuì xìnrèn de nánrén ba
Dàn kòngbái de wáwá zǒng huì màn man chángdà
Bàoqiàn wǒ méi fǎ yǒngyuǎn dāng nǐ tīnghuà de shǎguā

Kěxí wǒmen zhōngyú lái dào (Zhōngyú lái dào)
Yīgè jùhào (Yīgè jùhào)
Chuāngwài bù yuàn fēi de fēngniǎo
Yě zài āidào (Wǒ yě zài āidào)
Chéngshì zài yě bù huì tīngdào (Bù huì tīngdào)
Wǒmen zhēngchǎo (Wǒmen zhēngchǎo)
Nǐ huì bù huì shǎole yīdiǎn fánnǎo
Wǒmen zhōngyú lái dào yīgè jùhào
(kěxí wǒmen zhōngyú lái dào) duō shào nián lǐ duōshǎo biàn nǐ (Yīgè jùhào)
Duōshǎo cuò què méi duōshǎo qiànyì
(Chuāngwài bù yuàn fēi de fēngniǎo) dàn guòqùle jiù bù zài jièyì
(Yě zài āidào) bǎ zhēnguì dì fàng xīnlǐ bǎ tòng de shāng de quándōu wàngjì
(Chéngshì zài yě bù huì tīngdào) wǒ qīngchūn de quánbù huíyì
(Wǒmen zhēngchǎo) nà ài de hèn de quándōu shì nǐ
(Nǐ huì bù huì shǎole yīdiǎn fánnǎo?) Xīwàng nǐ ǒu’ěr yě huì xiǎngqǐ
Jiù ràng wǒ zhēnxīn zhēnyì
Bǎ gēchàng wán chóngxīn kāishǐ

Shízhēn dī dīdā
Nǐ hái jìdé ma?
Shuō jù xīnlǐ huà
Nǐ hái huáiniàn ma?"
Taiwan,Asia,30,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01,0.726,
Taiwan,Asia,31,披星戴月的想你,告五人,披星戴月的想你,0,5:49,0.726,"突如其來的美夢
是你離去時捲起的泡沫
踢著石頭 默默的走
公車從旁擦身而過
突如其來的念頭
幻想化成流星的你我
明亮的夜 漆黑的宇宙
通通來自夜空

我會披星戴月的想你
我會奮不顧身地前進
遠方煙火越來越唏噓
凝視前方身後的距離
我會披星戴月的想你
我會奮不顧身地前進
遠方煙火越來越唏噓
凝視前方 身後 的距離

啊－啊－啊－啊－
順其自然的藉口
像森林般圍繞著你我
消極的笑著 痛快的哭
生命真的很難形容
順其自然地回答
你要喝咖啡還是泡茶
下班後你 快樂的上哪
我是真的不想回答

我會披星戴月的想你
我會奮不顧身地前進
遠方煙火越來越唏噓
凝視前方身後的距離
我會披星戴月的想你
我會奮不顧身地前進
遠方煙火越來越唏噓
凝視前方 身後 的距離

我會披星戴月的想你
我會奮不顧身地前進
遠方煙火越來越唏噓
凝視前方身後的距離
我會披星戴月的想你
我會奮不顧身地前進
遠方煙火越來越唏噓
凝視前方 身後 的距離"
Taiwan,Asia,32,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07,0.726,
Taiwan,Asia,33,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02,0.726,
Taiwan,Asia,34,那女孩對我說,Rachel Liang,#2019還在聽,0,4:28,0.726,"心很空 天很大 雲很重
我恨孤單 卻趕不走
捧著她的名字 她的喜怒哀樂
往前走 多久了

一個人心中只有一個寶貝
久了之後 她變成了眼淚
淚一滴在左手 凝固成為寂寞
往回看 有什麼

那女孩對我說 說我保護她的夢
說這個世界 對她這樣的不多
她漸漸忘了我 但是她並不曉得
遍體鱗傷的我 一天也沒再愛過
那女孩對我說 說我是一個小偷
偷她的回憶 塞進我的腦海中
我不需要自由 只想揹著她的夢
一步步向前走 她給的永遠 不重

一個人心中只有一個寶貝
久了之後 她變成了眼淚
淚一滴在左手 凝固成為寂寞
往回看 有什麼

那女孩對我說 說我保護她的夢
說這個世界 對她這樣的不多
她漸漸忘了我 但是她並不曉得
遍體鱗傷的我 一天也沒再愛過
那女孩對我說 說我是一個小偷
偷她的回憶 塞進我的腦海中
我不需要自由 只想揹著她的夢
一步步向前走 她給的永遠 不重 Woah

那女孩對我說 保護她的夢
說這個世界 對她這樣的不多
她漸漸忘了我 但是她並不曉得
遍體鱗傷的我 一天也沒再愛過
那女孩對我說 說我是一個小偷
偷她的回憶 塞進我的腦海中
我不需要自由 只想揹著她的夢
一步步向前走 她給的永遠 不重"
Taiwan,Asia,35,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29,0.726,
Taiwan,Asia,36,你的酒馆对我打了烊,Shirley Chen,你的酒馆对我打了烊,0,4:11,0.726,
Taiwan,Asia,37,COLORFUL,婁峻碩,BOARDING,0,3:36,0.726,"Three, two, one
拜託別煩我
闖進我的生活
原本平凡的過
瞬間變 colorful
拜託別煩我
闖進我的生活
嘴巴說 leave me alone
其實珍惜每分鐘 與你
Girl, 我們像是平行線 (Yeah)
怎麼可能有交點是否該清醒點
Thought I wouldn’t change
Just wanna be a friend
怎麼看一眼就住進心裡面
以為一見鐘情 是男人們的通病
穩定是憧憬 沒想到決定 all in
我病了不像我的性格
但你說這就是我 反正我信了

拜託別煩我
闖進我的生活
原本平凡的過
瞬間變 colorful
拜託別煩我
闖進我的生活
嘴巴說 leave me alone
其實珍惜每分鐘都變得
Colorful (Color, color, color)
Colorful (Color, color, color)
Colorful (Color, color, color)
其實珍惜每分鐘都變得
Colorful (Color, color, color)
Colorful (Color, color, color)
Colorful (Color, color, color)
其實珍惜每分鐘 與你

要去這 要去那 要陪你去逛街
躺沙發 躺整天 會不會簡單些 (Yeah)
還要角色扮演 一路玩到半夜
出門穿情侶裝 穿你最愛的餅乾鞋
我的世界多了好多 color (Color)
遇見你像中樂透我發了 (Yeah)
I’m in love
藍色天空都變粉紅色

拜託別煩我
闖進我的生活
原本平凡的過
瞬間變 colorful
拜託別煩我
闖進我的生活
嘴巴說 leave me alone
其實珍惜每分鐘 與你

像是來自不同的星系
卻有相同的頻率
拉近我們的距離, oh, yeah
你讓我變得更像我自己
I'm so free
So free

拜託別煩我
闖進我的生活
原本平凡的過
瞬間變 colorful
拜託別煩我
闖進我的生活
嘴巴說 leave me alone
其實珍惜每分鐘都變得
Colorful (Color, color, color)
Colorful (Color, color, color)
Colorful (Color, color, color)
其實珍惜每分鐘都變得
Colorful (Color, color, color)
Colorful (Color, color, color)
Colorful (Color, color, color)
其實珍惜每分鐘與你"
Taiwan,Asia,38,Without You - Acoustic Version,"高爾宣 OSN, Vicky Chen",#osnrap,0,3:24,0.726,
Taiwan,Asia,39,Daechwita,Agust D,D-2,1,3:45,0.726,
Taiwan,Asia,40,倒數,G.E.M.,倒數,0,3:49,0.726,"還沒到的櫻花季 還沒用的照相機
還沒光臨的餐廳 還在期待 有著你的旅行
等待日落的巴黎 鐵塔之下牽著你
等待說著我願意 等待未來 每天身邊有你
一點一滴每一天珍惜
怕突然來不及 好好的愛你
時針一直倒數著 我們剩下的快樂
此刻相擁的狂熱 卻永遠都深刻
心跳一直倒數著 生命剩下的溫熱
至少用力地愛著 還烏黑的頭髮 有你就不怕白了
漆黑過後是旭日 淚流以後是堅持
真的愛是日復日 從不放棄 重複說你願意
還沒退化的眼睛 抓緊時間看看你
愛是從來不止息 一個風景 每天新的生命
一點一滴每一天珍惜
用盡每一口氣 好好的愛你
時針一直倒數著 我們剩下的快樂
此刻相擁的狂熱 卻永遠都深刻
心跳一直倒數著 生命剩下的溫熱
至少用力地愛著 還烏黑的頭髮 有你就不怕白了
咖啡再不喝就酸了 晚餐再不吃就冷了
愛著為什麼不說呢 難道錯過了才來後悔著
誰夢未實現就醒了 誰心沒開過就灰了
追逐愛的旅途曲折 就算再曲折為你都值得
一點一滴每一天珍惜
用盡每一口氣 好好的愛你
時針一直倒數著 我們剩下的快樂
此刻相擁的狂熱 卻永遠都深刻
心跳一直倒數著 生命剩下的溫熱
至少痛並快樂著 愛過才算活著 有你別無所求了
有你別無所求了 有你別無所求了
有你別無所求了 有你別無所求了
有你別無所求了"
Taiwan,Asia,41,最後一次,高爾宣 OSN,#osnrap,0,2:46,0.726,
Taiwan,Asia,42,Daisies,Katy Perry,Daisies,0,2:53,0.726,
Taiwan,Asia,43,慢冷,Fish Leong,我好嗎? - 太陽如常升起,0,4:49,0.726,"說完了 好像話都說完了
總是沉默對坐著
眼裡是濃濃夜色
感情是偏執的 越愛越是偏執的
不相信我看到的
硬要說裂縫不過 是皺褶

怎麼先熾熱的卻先變冷了
慢熱的卻停不了還在沸騰著
看時光任性快跑隨意就轉折
慢冷的人啊 會自我折磨
衝動的人向來聽不見挽留
這世界大得讓你很難不旅遊
浪漫讓你溫柔 也讓你最惹人 淚流

牽你手 若無其事牽你手
你像被動的木偶
多狠多讓人厭惡 的劇透

怎麼先熾熱的卻先變冷了
慢熱的卻停不了還在沸騰著
看時光任性快跑隨意就轉折
慢冷的人啊 會自我折磨
衝動的人向來聽不見挽留
這世界大得讓你很難不旅遊
浪漫讓你溫柔 也讓你最惹人 淚流

愛從不敵 性格 不死心最痛
奈何 我總是記得開始 被猛烈 愛的悸動

怎麼先熾熱的卻先變冷了
慢熱的卻停不了還在沸騰著
看時光任性快跑隨意就轉折
慢冷的人啊 會自我折磨
衝動的人向來聽不見挽留
這世界大得讓你很難不旅遊
浪漫讓你溫柔 也讓你最惹人 淚流"
Taiwan,Asia,44,你要的全拿走,Tiger Hu,覅忒好,0,4:59,0.726,"也要为过去留一些尊严
散了我们就干脆一点
你要的全拿走
剩下的我承受
留下我们的狗
别管有没有用
我怕它以后没人宠
哪怕它不懂我的痛
我不必再为你强求
一年两年三年
已经沉默寡言
好聚好散听着也楚楚可怜
看见的都在消遣
特价卖出不管它贵贱
一个接着一个
一排接着一排的清点在消灭
关了门我们两不相欠
你说的这么认真
显得我存心敷衍
这些套路的情节
苍白的上了台面
是不是分开一定要留恋
才觉得不那么随便
你要的全拿走
把回忆化成空
不要在乎感受
体面的有所保留
说过的话当赠品附送
我不必再为你迁就
说一句分手借口
一遍两遍三遍
最后百口莫辩
情话只是偶尔兑现的谎言
曾爱的贪得无厌
也要为过去留一些尊严
散了我们就干脆一点
你要的全拿走
剩下的我承受
留下我们的狗
别管有没有用
我怕它以后没人宠
哪怕它不懂我的痛
我不必再为你强求
一年两年三年
已经沉默寡言
好聚好散听着也楚楚可怜
看见的都在消遣
特价卖出不管它贵贱
一个接着一个
一排接着一排的清点在消灭
关了门我们两不相欠
你要的全拿走
把回忆化成空
不要在乎感受
体面的有所保留
说过的话当赠品附送
我不必再为你迁就
说一句分手借口
一遍两遍三遍
最后百口莫辩
情话只是偶尔兑现的谎言
曾爱的贪得无厌
也要为过去留一些尊严
散了我们就干脆一点
你要的全拿走
剩下的我承受
留下我们的狗
别管有没有用
我怕它以后没人宠
哪怕它不懂我的痛
我不必再为你强求
一年两年三年
已经沉默寡言
好聚好散听着也楚楚可怜
看见的都在消遣
特价卖出不管它贵贱
一个接着一个
一排接着一排的清点在消灭
关了门我们两不相欠"
